ds;y
2013-04-19;8.758.342.080
2013-04-18;1.112.180.320
2013-04-17;837.428.511
2013-04-16;773.807.849
2013-04-15;3.814.559.614
2013-04-12;2.613.996.786
2013-04-11;566.920.731
2013-04-10;1.265.082.053
2013-04-09;723.352.472
2013-04-08;667.813.882
2013-04-05;634.299.512
2013-04-04;571.317.132
2013-04-03;2.129.714.626
2013-04-02;799.747.506
2013-04-01;816.659.494
2013-03-28;15.520.188.910
2013-03-27;2.751.853.954
2013-03-26;1.143.515.254
2013-03-25;13.246.736.330
2013-03-22;1.173.987.359
2013-03-21;809.915.685
2013-03-20;10.603.623.417
2013-03-19;1.202.802.777
2013-03-18;996.792.160
2013-03-15;1.760.516.322
2013-03-14;606.914.430
2013-03-13;2.052.911.245
2013-03-12;711.943.542
2013-03-11;599.264.299
2013-03-08;872.774.982
2013-03-07;1.182.059.321
2013-03-06;744.582.891
2013-03-05;1.693.280.092
2013-03-04;530.199.810
2013-03-01;738.409.483
2013-02-28;15.540.801.238
2013-02-27;1.376.199.722
2013-02-26;1.134.003.683
2013-02-25;12.328.757.476
2013-02-22;1.160.858.994
2013-02-21;760.040.823
2013-02-20;10.071.698.248
2013-02-19;1.307.938.615
2013-02-18;927.836.024
2013-02-15;3.416.285.172
2013-02-14;707.611.552
2013-02-13;443.585.109
2013-02-08;782.699.502
2013-02-07;575.505.345
2013-02-06;752.561.275
2013-02-05;2.279.454.383
2013-02-04;700.954.736
2013-02-01;814.204.969
2013-01-31;38.171.403.492
2013-01-30;3.603.561.677
2013-01-29;1.653.687.409
2013-01-28;1.217.382.797
2013-01-25;9.122.824.989
2013-01-24;6.369.222.143
2013-01-23;2.085.530.372
2013-01-22;1.009.094.433
2013-01-21;4.427.143.625
2013-01-18;10.520.591.265
2013-01-17;1.228.249.023
2013-01-16;913.712.443
2013-01-15;3.667.235.294
2013-01-14;858.015.910
2013-01-11;589.043.436
2013-01-10;1.809.203.971
2013-01-09;974.339.224
2013-01-08;600.104.868
2013-01-07;608.696.869
2013-01-04;3.391.835.130
2013-01-03;608.664.971
2013-01-02;722.467.527
2012-12-31;4.027.417.609
2012-12-28;12.954.282.844
2012-12-27;2.380.866.176
2012-12-26;3.292.522.798
2012-12-24;7.169.063.585
2012-12-21;5.995.118.970
2012-12-20;10.689.564.006
2012-12-19;2.336.575.195
2012-12-18;1.625.524.886
2012-12-17;1.236.424.398
2012-12-14;2.310.367.775
2012-12-13;2.509.829.357
2012-12-12;1.068.216.862
2012-12-11;667.287.985
2012-12-10;1.265.335.102
2012-12-07;759.217.338
2012-12-06;700.315.601
2012-12-05;5.925.091.647
2012-12-04;673.236.048
2012-12-03;698.296.452
2012-11-30;17.814.992.975
2012-11-29;2.014.296.892
2012-11-28;1.167.931.087
2012-11-27;807.663.289
2012-11-26;846.516.534
2012-11-23;13.480.746.952
2012-11-22;1.312.623.364
2012-11-21;2.198.352.138
2012-11-20;4.927.426.342
2012-11-19;5.695.035.727
2012-11-16;831.452.199
2012-11-14;4.028.003.174
2012-11-13;757.855.809
2012-11-12;663.869.587
2012-11-09;1.193.221.372
2012-11-08;574.790.033
2012-11-07;741.010.657
2012-11-06;2.460.003.269
2012-11-05;473.820.631
2012-11-01;880.932.927
2012-10-31;24.111.161.030
2012-10-30;2.734.294.771
2012-10-29;1.671.001.891
2012-10-26;884.374.235
2012-10-25;11.605.469.587
2012-10-24;2.660.624.298
2012-10-23;1.057.906.665
2012-10-22;3.517.696.083
2012-10-19;7.240.124.855
2012-10-18;1.118.174.893
2012-10-17;821.975.719
2012-10-16;2.417.205.167
2012-10-15;1.873.478.888
2012-10-11;1.072.718.562
2012-10-10;1.268.470.355
2012-10-09;628.437.042
2012-10-08;616.444.708
2012-10-05;630.229.107
2012-10-04;542.671.517
2012-10-03;2.121.078.046
2012-10-02;933.699.097
2012-10-01;268.051.060
2012-09-28;15.904.609.138
2012-09-27;1.461.621.120
2012-09-26;1.054.881.685
2012-09-25;14.337.294.066
2012-09-24;1.414.270.019
2012-09-21;962.048.712
2012-09-20;8.928.440.147
2012-09-19;1.652.990.266
2012-09-18;1.067.497.927
2012-09-17;1.031.901.125
2012-09-14;1.803.323.336
2012-09-13;1.999.161.217
2012-09-12;717.934.352
2012-09-11;629.297.173
2012-09-10;1.225.381.036
2012-09-06;619.261.095
2012-09-05;2.077.730.675
2012-09-04;614.923.597
2012-09-03;508.082.315
2012-08-31;13.382.164.590
2012-08-30;1.603.872.598
2012-08-29;1.162.432.809
2012-08-28;852.695.026
2012-08-27;843.541.415
2012-08-24;11.627.184.716
2012-08-23;2.383.250.327
2012-08-22;891.634.001
2012-08-21;912.771.537
2012-08-20;9.510.423.711
2012-08-17;1.189.572.501
2012-08-16;693.458.212
2012-08-15;3.318.484.608
2012-08-14;804.550.848
2012-08-13;716.950.655
2012-08-10;921.306.040
2012-08-09;602.778.648
2012-08-08;666.053.823
2012-08-07;512.373.151
2012-08-06;534.992.188
2012-08-03;2.201.542.971
2012-08-02;446.546.248
2012-08-01;598.251.586
2012-07-31;22.944.687.160
2012-07-30;3.044.035.492
2012-07-27;1.006.814.046
2012-07-26;765.286.376
2012-07-25;13.002.853.589
2012-07-24;1.375.671.541
2012-07-23;935.147.737
2012-07-20;9.174.882.660
2012-07-19;1.281.088.621
2012-07-18;845.227.644
2012-07-17;758.439.977
2012-07-16;639.474.603
2012-07-13;3.325.500.321
2012-07-12;806.283.803
2012-07-11;811.371.546
2012-07-10;983.681.311
2012-07-09;411.735.453
2012-07-06;452.949.417
2012-07-05;683.371.845
2012-07-04;2.526.980.790
2012-07-03;644.138.987
2012-07-02;576.882.409
2012-06-29;14.688.146.417
2012-06-28;1.517.983.029
2012-06-27;916.818.986
2012-06-26;802.257.917
2012-06-25;13.941.388.991
2012-06-22;1.158.059.450
2012-06-21;780.790.336
2012-06-20;9.693.692.671
2012-06-19;1.380.030.399
2012-06-18;904.393.391
2012-06-15;2.201.957.931
2012-06-14;908.705.362
2012-06-13;1.776.798.201
2012-06-12;559.038.255
2012-06-11;725.951.885
2012-06-08;589.882.997
2012-06-06;759.109.608
2012-06-05;6.626.704.502
2012-06-04;612.327.943
2012-06-01;579.743.503
2012-05-31;13.718.410.869
2012-05-30;1.901.222.458
2012-05-29;1.138.443.343
2012-05-28;843.989.518
2012-05-25;11.689.356.300
2012-05-24;962.716.378
2012-05-23;2.191.314.468
2012-05-22;885.636.935
2012-05-21;3.488.949.872
2012-05-18;6.831.898.114
2012-05-17;868.595.226
2012-05-16;721.319.451
2012-05-15;4.039.518.913
2012-05-14;767.506.533
2012-05-11;641.320.698
2012-05-10;1.236.177.699
2012-05-09;703.110.135
2012-05-08;649.567.584
2012-05-07;621.394.066
2012-05-04;1.985.611.037
2012-05-03;772.503.559
2012-05-02;797.184.577
2012-04-30;23.924.616.239
2012-04-27;4.239.240.367
2012-04-26;1.786.925.757
2012-04-25;15.155.867.255
2012-04-24;1.514.537.941
2012-04-23;1.088.534.750
2012-04-20;9.541.508.445
2012-04-19;1.366.120.275
2012-04-18;901.878.057
2012-04-17;707.491.928
2012-04-16;766.363.311
2012-04-13;3.724.174.328
2012-04-12;636.623.770
2012-04-11;678.250.473
2012-04-10;1.180.874.189
2012-04-09;637.225.512
2012-04-05;640.515.268
2012-04-04;2.344.974.571
2012-04-03;1.042.118.277
2012-04-02;594.028.673
2012-03-30;20.031.956.218
2012-03-29;1.441.736.370
2012-03-28;899.658.787
2012-03-27;949.119.809
2012-03-26;857.948.740
2012-03-23;11.426.488.337
2012-03-22;1.013.724.184
2012-03-21;936.402.197
2012-03-20;9.929.377.020
2012-03-19;1.302.080.398
2012-03-16;798.184.875
2012-03-15;2.016.805.442
2012-03-14;2.224.835.617
2012-03-13;656.585.203
2012-03-12;3.080.511.558
2012-03-09;1.071.289.946
2012-03-08;557.590.392
2012-03-07;681.542.850
2012-03-06;526.667.171
2012-03-05;1.831.839.202
2012-03-02;486.222.178
2012-03-01;556.330.311
2012-02-29;16.410.852.322
2012-02-28;2.011.732.288
2012-02-27;1.018.902.561
2012-02-24;12.004.307.828
2012-02-23;1.082.912.479
2012-02-22;595.111.640
2012-02-20;9.332
2012-02-17;6.104.665.531
2012-02-16;1.299.745.375
2012-02-15;3.899.253.899
2012-02-14;625.937.597
2012-02-13;1.205.769.771
2012-02-10;1.014.010.968
2012-02-09;405.348.797
2012-02-08;521.274.073
2012-02-07;619.993.534
2012-02-06;476.583.317
2012-02-03;1.774.514.473
2012-02-02;469.379.360
2012-02-01;549.804.918
2012-01-31;32.072.943.460
2012-01-30;3.244.732.638
2012-01-27;1.221.254.212
2012-01-26;1.070.639.281
2012-01-25;9.346.349.399
2012-01-24;6.254.013.105
2012-01-23;1.331.760.416
2012-01-20;10.079.341.509
2012-01-19;3.134.903.708
2012-01-18;1.041.490.385
2012-01-17;639.864.004
2012-01-16;676.152.805
2012-01-13;3.922.635.644
2012-01-12;664.677.183
2012-01-11;559.476.817
2012-01-10;916.476.289
2012-01-09;581.098.357
2012-01-06;612.472.517
2012-01-05;578.274.152
2012-01-04;3.683.730.368
2012-01-03;660.251.267
2012-01-02;499.647.466
2011-12-30;2.235.793.389
2011-12-29;10.969.417.421
2011-12-28;1.894.448.991
2011-12-27;995.322.879
2011-12-26;945.230.737
2011-12-23;12.258.191.850
2011-12-22;1.999.335.291
2011-12-21;1.158.069.643
2011-12-20;6.263.888.273
2011-12-19;1.664.471.337
2011-12-16;786.738.727
2011-12-15;2.486.015.231
2011-12-14;2.484.916.624
2011-12-13;681.021.632
2011-12-12;695.282.024
2011-12-09;1.115.521.388
2011-12-08;520.963.444
2011-12-07;933.851.348
2011-12-06;650.805.648
2011-12-05;7.422.574.086
2011-12-02;626.038.298
2011-12-01;789.942.910
2011-11-30;16.932.871.024
2011-11-29;1.660.042.174
2011-11-28;1.054.730.840
2011-11-25;11.665.666.685
2011-11-24;1.160.217.584
2011-11-23;1.992.649.516
2011-11-22;950.640.708
2011-11-21;862.239.146
2011-11-18;6.525.493.283
2011-11-17;848.782.632
2011-11-16;2.507.541.463
2011-11-14;1.974.012.167
2011-11-11;686.055.444
2011-11-10;1.040.029.135
2011-11-09;563.920.606
2011-11-08;569.152.996
2011-11-07;618.421.682
2011-11-04;2.161.652.992
2011-11-03;958.911.825
2011-11-01;704.662.829
2011-10-31;24.676.994.908
2011-10-28;1.862.813.733
2011-10-27;976.674.570
2011-10-26;930.624.709
2011-10-25;14.346.249.780
2011-10-24;1.232.697.881
2011-10-21;768.164.206
2011-10-20;5.885.206.731
2011-10-19;869.476.886
2011-10-18;767.615.915
2011-10-17;708.476.071
2011-10-14;4.235.950.856
2011-10-13;935.635.373
2011-10-11;586.096.125
2011-10-10;948.786.097
2011-10-07;596.448.701
2011-10-06;617.476.783
2011-10-05;3.471.357.671
2011-10-04;511.052.191
2011-10-03;604.069.875
2011-09-30;14.194.674.928
2011-09-29;1.452.651.185
2011-09-28;914.376.554
2011-09-27;640.075.781
2011-09-26;755.926.892
2011-09-23;13.132.909.199
2011-09-22;1.194.816.616
2011-09-21;951.515.125
2011-09-20;5.903.661.567
2011-09-19;1.049.398.351
2011-09-16;482.532.798
2011-09-15;2.226.486.292
2011-09-14;2.150.241.941
2011-09-13;666.699.799
2011-09-12;612.776.041
2011-09-09;915.167.231
2011-09-08;556.416.979
2011-09-06;580.306.852
2011-09-05;2.179.965.891
2011-09-02;557.202.149
2011-09-01;489.279.220
2011-08-31;14.149.339.146
2011-08-30;1.647.101.651
2011-08-29;995.922.785
2011-08-26;627.594.088
2011-08-25;11.193.133.094
2011-08-24;2.301.473.145
2011-08-23;691.624.454
2011-08-22;874.878.525
2011-08-19;5.832.747.559
2011-08-18;783.241.058
2011-08-17;557.362.921
2011-08-16;476.155.742
2011-08-15;4.184.403.908
2011-08-12;630.674.975
2011-08-11;452.787.986
2011-08-10;996.425.508
2011-08-09;608.297.644
2011-08-08;548.268.275
2011-08-05;1.471.071.212
2011-08-04;405.265.699
2011-08-03;1.989.191.379
2011-08-02;435.477.873
2011-08-01;523.274.210
2011-07-29;29.375.787.235
2011-07-28;1.982.882.662
2011-07-27;1.125.524.132
2011-07-26;759.889.295
2011-07-25;12.850.965.656
2011-07-22;1.054.421.745
2011-07-21;1.231.609.398
2011-07-20;6.078.927.024
2011-07-19;719.865.640
2011-07-18;1.004.626.839
2011-07-15;2.560.749.803
2011-07-14;564.291.579
2011-07-13;2.038.075.199
2011-07-12;509.309.967
2011-07-11;573.651.602
2011-07-08;808.742.392
2011-07-07;557.169.754
2011-07-06;621.265.709
2011-07-05;2.473.843.218
2011-07-04;426.769.137
2011-07-01;458.808.968
2011-06-30;20.490.557.619
2011-06-29;1.299.188.105
2011-06-28;865.747.758
2011-06-27;1.008.336.902
2011-06-24;10.579.403.252
2011-06-22;3.414.660.610
2011-06-21;772.273.459
2011-06-20;6.283.314.562
2011-06-17;616.091.813
2011-06-16;818.371.920
2011-06-15;3.827.594.148
2011-06-14;507.564.469
2011-06-13;559.309.907
2011-06-10;861.780.424
2011-06-09;497.117.241
2011-06-08;519.461.009
2011-06-07;489.552.257
2011-06-06;483.801.105
2011-06-03;5.795.178.795
2011-06-02;505.423.972
2011-06-01;587.816.245
2011-05-31;14.167.937.768
2011-05-30;1.408.151.433
2011-05-27;685.547.429
2011-05-26;590.416.934
2011-05-25;13.151.750.436
2011-05-24;991.328.848
2011-05-23;690.469.279
2011-05-20;5.909.573.795
2011-05-19;759.841.419
2011-05-18;661.262.004
2011-05-17;463.672.333
2011-05-16;520.010.244
2011-05-13;3.679.562.271
2011-05-12;450.207.355
2011-05-11;509.246.548
2011-05-10;799.339.844
2011-05-09;452.504.570
2011-05-06;516.744.082
2011-05-05;435.502.207
2011-05-04;1.798.427.486
2011-05-03;603.042.220
2011-05-02;557.537.577
2011-04-29;23.828.550.051
2011-04-28;2.312.441.209
2011-04-27;3.438.257.943
2011-04-26;1.121.081.656
2011-04-25;12.189.994.092
2011-04-20;6.750.081.685
2011-04-19;1.548.723.909
2011-04-18;754.169.891
2011-04-15;2.269.792.347
2011-04-14;430.971.471
2011-04-13;1.965.410.248
2011-04-12;669.168.302
2011-04-11;593.980.017
2011-04-08;822.773.992
2011-04-07;456.786.189
2011-04-06;894.556.727
2011-04-05;2.335.067.695
2011-04-04;593.838.232
2011-04-01;453.203.647
2011-03-31;16.382.417.317
2011-03-30;1.691.444.058
2011-03-29;760.299.819
2011-03-28;666.423.550
2011-03-25;10.980.150.471
2011-03-24;912.566.432
2011-03-23;1.602.872.283
2011-03-22;632.567.345
2011-03-21;839.241.650
2011-03-18;6.483.560.815
2011-03-17;816.454.687
2011-03-16;505.874.874
2011-03-15;3.150.787.932
2011-03-14;511.212.364
2011-03-11;604.894.457
2011-03-10;1.043.510.387
2011-03-09;154.362.810
2011-03-07;630
2011-03-04;539.474.218
2011-03-03;1.621.247.966
2011-03-02;545.684.381
2011-03-01;464.145.665
2011-02-28;13.529.956.978
2011-02-25;11.082.971.065
2011-02-24;939.496.348
2011-02-23;1.527.973.122
2011-02-22;597.644.727
2011-02-21;752.926.113
2011-02-18;5.158.145.654
2011-02-17;585.636.714
2011-02-16;509.898.718
2011-02-15;3.527.519.738
2011-02-14;414.092.111
2011-02-11;423.411.688
2011-02-10;888.024.592
2011-02-09;562.175.922
2011-02-08;435.027.304
2011-02-07;437.120.216
2011-02-04;420.655.526
2011-02-03;1.507.116.800
2011-02-02;454.998.576
2011-02-01;525.347.485
2011-01-31;28.121.081.157
2011-01-28;1.650.976.026
2011-01-27;865.701.129
2011-01-26;992.507.576
2011-01-25;9.417.907.512
2011-01-24;5.167.770.536
2011-01-21;1.158.586.978
2011-01-20;6.379.294.229
2011-01-19;2.160.867.933
2011-01-18;535.911.192
2011-01-17;555.331.102
2011-01-14;2.343.698.069
2011-01-13;1.819.776.448
2011-01-12;516.663.396
2011-01-11;400.163.367
2011-01-10;948.937.505
2011-01-07;496.698.332
2011-01-06;523.510.972
2011-01-05;4.507.990.742
2011-01-04;402.898.777
2011-01-03;396.487.431
2010-12-31;2.339.029.930
2010-12-30;14.508.348.562
2010-12-29;1.975.963.201
2010-12-28;1.666.721.725
2010-12-27;732.093.600
2010-12-24;7.118.285.577
2010-12-23;5.729.926.794
2010-12-22;1.416.823.934
2010-12-21;723.779.126
2010-12-20;5.684.477.023
2010-12-17;1.057.677.088
2010-12-16;926.263.580
2010-12-15;4.024.229.673
2010-12-14;582.647.001
2010-12-13;530.551.017
2010-12-10;2.649.704.238
2010-12-09;797.849.101
2010-12-08;562.814.749
2010-12-07;468.302.187
2010-12-06;541.052.624
2010-12-03;5.436.186.134
2010-12-02;680.597.046
2010-12-01;617.869.172
2010-11-30;14.477.279.006
2010-11-29;1.534.146.803
2010-11-26;596.648.313
2010-11-25;11.593.040.536
2010-11-24;2.009.656.932
2010-11-23;691.771.226
2010-11-22;749.700.389
2010-11-19;5.482.939.699
2010-11-18;905.356.883
2010-11-17;513.444.722
2010-11-16;2.451.061.301
2010-11-12;1.957.329.335
2010-11-11;577.855.061
2010-11-10;1.044.890.374
2010-11-09;563.978.714
2010-11-08;508.566.478
2010-11-05;519.429.332
2010-11-04;1.775.103.249
2010-11-03;649.406.561
2010-11-01;273.937.045
2010-10-29;20.490.633.045
2010-10-28;1.754.340.699
2010-10-27;931.128.585
2010-10-26;769.304.691
2010-10-25;13.982.119.130
2010-10-22;952.815.315
2010-10-21;647.643.757
2010-10-20;5.129.281.119
2010-10-19;687.365.505
2010-10-18;511.745.606
2010-10-15;2.088.850.821
2010-10-14;2.161.224.279
2010-10-13;413.542.827
2010-10-11;304.881.909
2010-10-08;855.171.120
2010-10-07;544.090.553
2010-10-06;378.207.741
2010-10-05;2.446.820.019
2010-10-04;428.365.559
2010-10-01;491.855.164
2010-09-30;12.591.888.816
2010-09-29;1.436.197.186
2010-09-28;820.890.380
2010-09-27;573.784.893
2010-09-24;11.139.764.833
2010-09-23;1.812.135.501
2010-09-22;697.414.852
2010-09-21;626.277.621
2010-09-20;4.963.244.108
2010-09-17;782.267.365
2010-09-16;493.097.380
2010-09-15;3.472.111.824
2010-09-14;529.527.910
2010-09-13;396.936.701
2010-09-10;926.647.927
2010-09-09;659.075.868
2010-09-08;362.252.079
2010-09-06;380.536.087
2010-09-03;1.703.688.011
2010-09-02;432.103.100
2010-09-01;584.217.338
2010-08-31;11.837.333.875
2010-08-30;1.581.298.488
2010-08-27;648.607.811
2010-08-26;467.213.147
2010-08-25;11.361.159.599
2010-08-24;747.671.361
2010-08-23;672.342.285
2010-08-20;4.798.673.928
2010-08-19;724.022.880
2010-08-18;525.471.480
2010-08-17;418.179.148
2010-08-16;559.756.778
2010-08-13;3.166.216.448
2010-08-12;344.754.194
2010-08-11;566.096.177
2010-08-10;736.811.012
2010-08-09;510.056.360
2010-08-06;344.940.855
2010-08-05;377.546.697
2010-08-04;1.822.152.447
2010-08-03;448.800.848
2010-08-02;414.273.730
2010-07-30;18.027.216.221
2010-07-29;1.623.892.448
2010-07-28;929.732.587
2010-07-27;702.946.319
2010-07-26;741.409.438
2010-07-23;10.784.886.151
2010-07-22;781.488.957
2010-07-21;566.514.372
2010-07-20;4.554.394.153
2010-07-19;703.880.878
2010-07-16;403.717.687
2010-07-15;1.877.603.345
2010-07-14;1.657.352.352
2010-07-13;560.275.243
2010-07-12;440.115.723
2010-07-09;540.497.187
2010-07-08;589.364.171
2010-07-07;462.361.555
2010-07-06;395.034.942
2010-07-05;1.790.567.830
2010-07-02;253.459.964
2010-07-01;402.084.598
2010-06-30;10.307.615.413
2010-06-29;962.118.637
2010-06-28;589.640.114
2010-06-25;9.755.268.663
2010-06-24;1.362.288.270
2010-06-23;1.489.547.369
2010-06-22;574.563.042
2010-06-21;580.718.677
2010-06-18;4.269.642.821
2010-06-17;689.315.782
2010-06-16;487.480.265
2010-06-15;2.919.929.873
2010-06-14;462.159.906
2010-06-11;410.456.107
2010-06-10;826.788.380
2010-06-09;644.114.137
2010-06-08;465.112.752
2010-06-07;474.809.442
2010-06-04;4.166.225.861
2010-06-02;721.448.351
2010-06-01;425.294.126
2010-05-31;10.821.569.277
2010-05-28;1.276.607.228
2010-05-27;1.955.415.404
2010-05-26;987.010.811
2010-05-25;11.209.245.929
2010-05-24;831.258.726
2010-05-21;706.753.681
2010-05-20;4.612.015.840
2010-05-19;587.827.044
2010-05-18;427.855.159
2010-05-17;558.299.926
2010-05-14;1.712.761.313
2010-05-13;1.441.355.990
2010-05-12;616.199.362
2010-05-11;306.089.814
2010-05-10;731.263.040
2010-05-07;425.132.293
2010-05-06;416.416.225
2010-05-05;1.784.367.985
2010-05-04;418.933.104
2010-05-03;443.731.602
2010-04-30;19.579.582.434
2010-04-29;1.914.281.452
2010-04-28;1.109.045.132
2010-04-27;817.432.347
2010-04-26;2.029.723.026
2010-04-23;9.044.541.967
2010-04-22;2.566.982.094
2010-04-20;5.292.188.885
2010-04-19;691.098.848
2010-04-16;586.742.949
2010-04-15;1.709.273.672
2010-04-14;1.623.462.340
2010-04-13;423.879.144
2010-04-12;404.277.877
2010-04-09;900.197.314
2010-04-08;424.524.925
2010-04-07;564.520.232
2010-04-06;1.684.201.542
2010-04-05;354.308.576
2010-04-01;289.379.875
2010-03-31;13.249.222.862
2010-03-30;1.123.854.561
2010-03-29;777.376.637
2010-03-26;454.154.408
2010-03-25;8.950.236.502
2010-03-24;1.544.629.779
2010-03-23;525.863.053
2010-03-22;522.548.614
2010-03-19;4.776.606.264
2010-03-18;900.580.330
2010-03-17;432.644.105
2010-03-16;431.390.482
2010-03-15;2.887.592.161
2010-03-12;391.926.206
2010-03-11;290.129.484
2010-03-10;872.783.088
2010-03-09;429.986.242
2010-03-08;376.328.790
2010-03-05;421.474.367
2010-03-04;458.701.738
2010-03-03;1.312.081.491
2010-03-02;420.624.801
2010-03-01;294.143.145
2010-02-26;10.537.366.361
2010-02-25;9.168.467.220
2010-02-24;1.620.180.297
2010-02-23;533.975.863
2010-02-22;503.790.786
2010-02-19;4.195.650.749
2010-02-18;638.415.790
2010-02-17;1.538.754.480
2010-02-15;588
2010-02-12;1.831.091.031
2010-02-11;390.500.798
2010-02-10;942.754.722
2010-02-09;831.872.650
2010-02-08;389.337.072
2010-02-05;491.697.967
2010-02-04;359.376.936
2010-02-03;1.297.439.443
2010-02-02;321.971.365
2010-02-01;386.717.118
2010-01-29;22.628.973.325
2010-01-28;1.064.987.262
2010-01-27;856.311.811
2010-01-26;870.998.316
2010-01-25;7.570.396.141
2010-01-22;4.411.511.309
2010-01-21;529.168.014
2010-01-20;5.205.593.169
2010-01-19;1.830.759.139
2010-01-18;419.962.191
2010-01-15;1.994.356.533
2010-01-14;374.661.153
2010-01-13;1.547.862.987
2010-01-12;408.836.581
2010-01-11;403.563.945
2010-01-08;835.553.937
2010-01-07;421.465.999
2010-01-06;3.294.346.213
2010-01-05;317.179.412
2010-01-04;345.714.918
2009-12-31;802.850.810
2009-12-30;10.573.058.547
2009-12-29;1.327.216.696
2009-12-28;851.610.023
2009-12-24;5.437.298.772
2009-12-23;5.792.902.852
2009-12-22;977.234.664
2009-12-21;796.538.769
2009-12-18;6.699.643.251
2009-12-17;723.714.195
2009-12-16;720.344.062
2009-12-15;3.555.424.540
2009-12-14;418.466.434
2009-12-11;337.833.890
2009-12-10;745.028.901
2009-12-09;757.046.396
2009-12-08;301.440.008
2009-12-07;405.483.111
2009-12-04;395.836.123
2009-12-03;4.218.853.075
2009-12-02;389.447.602
2009-12-01;691.746.609
2009-11-30;18.369.144.953
2009-11-27;3.633.288.972
2009-11-26;3.080.227.092
2009-11-25;11.533.484.868
2009-11-24;1.222.270.044
2009-11-23;670.093.483
2009-11-20;1.997.809.515
2009-11-19;2.721.664.311
2009-11-18;673.245.325
2009-11-17;560.543.155
2009-11-16;404.282.716
2009-11-13;3.264.894.743
2009-11-12;338.955.479
2009-11-11;528.689.421
2009-11-10;778.984.227
2009-11-09;431.802.309
2009-11-06;427.966.595
2009-11-05;1.636.366.552
2009-11-04;378.210.520
2009-11-03;593.811.287
2009-10-30;18.903.671.847
2009-10-29;1.802.635.177
2009-10-28;819.084.813
2009-10-27;660.930.731
2009-10-26;689.074.711
2009-10-23;10.449.058.702
2009-10-22;626.755.003
2009-10-21;571.957.202
2009-10-20;8.234.598.645
2009-10-19;785.963.425
2009-10-16;375.585.540
2009-10-15;2.815.996.992
2009-10-14;524.648.184
2009-10-13;420.269.566
2009-10-09;840.551.643
2009-10-08;403.159.145
2009-10-07;378.522.554
2009-10-06;263.300.093
2009-10-05;1.697.322.049
2009-10-02;367.800.044
2009-10-01;332.278.485
2009-09-30;10.140.657.699
2009-09-29;755.698.900
2009-09-28;594.575.737
2009-09-25;9.081.195.200
2009-09-24;689.605.355
2009-09-23;1.142.307.714
2009-09-22;400.632.518
2009-09-21;494.556.590
2009-09-18;3.923.100.238
2009-09-17;433.460.114
2009-09-16;436.554.879
2009-09-15;2.789.410.519
2009-09-14;372.401.998
2009-09-11;287.741.914
2009-09-10;872.237.231
2009-09-09;445.366.019
2009-09-08;321.374.093
2009-09-04;367.737.369
2009-09-03;1.106.610.044
2009-09-02;281.544.747
2009-09-01;311.158.302
2009-08-31;11.206.869.803
2009-08-28;870.963.991
2009-08-27;477.658.886
2009-08-26;463.486.319
2009-08-25;9.699.303.067
2009-08-24;672.115.217
2009-08-21;408.413.278
2009-08-20;3.831.156.631
2009-08-19;528.006.873
2009-08-18;345.409.493
2009-08-17;341.534.403
2009-08-14;1.747.548.838
2009-08-13;1.170.190.646
2009-08-12;361.894.651
2009-08-11;297.309.419
2009-08-10;791.506.801
2009-08-07;408.539.555
2009-08-06;280.621.187
2009-08-05;1.375.224.485
2009-08-04;317.043.439
2009-08-03;250.087.817
2009-07-31;15.765.729.441
2009-07-30;1.288.595.648
2009-07-29;742.229.936
2009-07-28;490.177.816
2009-07-27;492.520.132
2009-07-24;8.504.532.199
2009-07-23;1.114.781.658
2009-07-22;522.224.016
2009-07-21;379.683.045
2009-07-20;3.875.637.357
2009-07-17;500.329.994
2009-07-16;300.045.218
2009-07-15;3.226.497.410
2009-07-14;360.648.540
2009-07-13;307.426.696
2009-07-10;688.504.195
2009-07-09;173.743.474
2009-07-08;464.399.372
2009-07-07;318.018.396
2009-07-06;263.028.757
2009-07-03;1.406.188.906
2009-07-02;235.028.761
2009-07-01;681.007.602
2009-06-30;10.676.080.040
2009-06-29;810.958.055
2009-06-26;479.665.798
2009-06-25;8.312.577.316
2009-06-24;1.112.962.974
2009-06-23;459.924.829
2009-06-22;359.796.441
2009-06-19;4.179.253.641
2009-06-18;413.834.968
2009-06-17;378.749.891
2009-06-16;1.466.622.987
2009-06-15;1.338.532.409
2009-06-12;240.073.884
2009-06-10;1.007.413.756
2009-06-09;424.794.842
2009-06-08;358.329.935
2009-06-05;260.213.511
2009-06-04;289.801.638
2009-06-03;4.235.380.778
2009-06-02;291.257.158
2009-06-01;788.837.239
2009-05-29;9.800.122.439
2009-05-28;638.701.907
2009-05-27;511.395.636
2009-05-26;435.380.236
2009-05-25;8.759.280.736
2009-05-22;546.134.070
2009-05-21;380.304.484
2009-05-20;3.967.050.179
2009-05-19;439.375.668
2009-05-18;303.449.570
2009-05-15;1.497.649.693
2009-05-14;258.584.487
2009-05-13;1.462.618.800
2009-05-12;299.294.009
2009-05-11;361.398.510
2009-05-08;513.904.008
2009-05-07;647.996.354
2009-05-06;1.712.252.248
2009-05-05;497.701.154
2009-05-04;409.581.796
2009-04-30;15.964.801.865
2009-04-29;1.627.971.256
2009-04-28;903.622.557
2009-04-27;734.931.111
2009-04-24;8.930.272.190
2009-04-23;607.234.375
2009-04-22;608.975.904
2009-04-20;3.751.204.802
2009-04-17;1.074.387.404
