ds;y
2017-03-08;1.021.743.046
2017-03-07;833.776.151
2017-03-06;842.158.259
2017-03-03;1.833.376.342
2017-03-02;826.546.537
2017-03-01;669.724.538
2017-02-24;28.661.581.076
2017-02-23;4.228.041.900
2017-02-22;1.609.044.180
2017-02-21;1.358.339.037
2017-02-20;16.461.285.261
2017-02-17;1.533.059.948
2017-02-16;1.004.811.657
2017-02-15;3.443.431.331
2017-02-14;1.810.680.537
2017-02-13;623.422.691
2017-02-10;990.470.916
2017-02-09;569.184.678
2017-02-08;936.596.614
2017-02-07;939.580.420
2017-02-06;1.099.616.497
2017-02-03;2.179.304.878
2017-02-02;571.887.947
2017-02-01;739.048.276
2017-01-31;41.943.587.284
2017-01-30;4.744.610.221
2017-01-27;1.844.741.036
2017-01-26;1.711.792.097
2017-01-25;11.793.205.106
2017-01-24;7.223.751.917
2017-01-23;1.872.038.593
2017-01-20;17.339.642.210
2017-01-19;5.249.570.436
2017-01-18;1.359.668.515
2017-01-17;991.882.681
2017-01-16;1.076.567.215
2017-01-13;4.511.467.686
2017-01-12;768.092.709
2017-01-11;870.351.913
2017-01-10;1.007.388.612
2017-01-09;737.806.768
2017-01-06;870.628.230
2017-01-05;699.952.631
2017-01-04;5.928.133.182
2017-01-03;842.411.381
2017-01-02;705.584.694
2016-12-30;3.358.797.809
2016-12-29;11.086.396.375
2016-12-28;2.194.494.583
2016-12-27;2.096.196.954
2016-12-26;947.490.907
2016-12-23;16.251.780.143
2016-12-22;2.759.604.708
2016-12-21;2.671.330.598
2016-12-20;16.233.247.686
2016-12-19;2.868.092.559
2016-12-16;1.473.720.416
2016-12-15;2.008.246.309
2016-12-14;3.525.604.563
2016-12-13;817.295.959
2016-12-12;935.191.662
2016-12-09;1.546.634.874
2016-12-08;673.880.863
2016-12-07;1.815.098.490
2016-12-06;945.795.686
2016-12-05;11.031.123.827
2016-12-02;826.238.730
2016-12-01;1.012.874.989
2016-11-30;19.182.420.997
2016-11-29;2.732.637.348
2016-11-28;1.453.772.138
2016-11-25;14.104.664.326
2016-11-24;1.621.139.769
2016-11-23;2.395.059.130
2016-11-22;1.127.050.411
2016-11-21;5.110.756.388
2016-11-18;13.769.546.091
2016-11-17;2.294.226.122
2016-11-16;4.049.367.571
2016-11-14;1.275.014.177
2016-11-11;789.062.978
2016-11-10;1.367.912.519
2016-11-09;1.044.576.898
2016-11-08;564.250.651
2016-11-07;992.942.591
2016-11-04;3.087.455.894
2016-11-03;867.789.323
2016-11-01;819.578.979
2016-10-31;27.896.148.296
2016-10-28;14.410.662.303
2016-10-27;10.278.111.776
2016-10-26;7.726.040.882
2016-10-25;19.713.918.266
2016-10-24;5.728.596.614
2016-10-21;3.030.827.017
2016-10-20;16.292.335.764
2016-10-19;2.642.400.270
2016-10-18;1.802.479.608
2016-10-17;2.450.139.379
2016-10-14;3.315.507.669
2016-10-13;1.258.775.539
2016-10-11;1.109.774.967
2016-10-10;1.478.510.529
2016-10-07;1.067.133.446
2016-10-06;835.543.582
2016-10-05;3.007.141.680
2016-10-04;628.102.323
2016-10-03;1.321.824.525
2016-09-30;15.359.959.165
2016-09-29;2.185.992.162
2016-09-28;1.582.543.986
2016-09-27;881.138.776
2016-09-26;1.179.216.114
2016-09-23;15.468.831.903
2016-09-22;1.491.004.036
2016-09-21;1.520.538.746
2016-09-20;15.285.768.736
2016-09-19;2.531.959.956
2016-09-16;1.706.502.715
2016-09-15;1.322.503.783
2016-09-14;2.840.857.059
2016-09-13;607.947.357
2016-09-12;801.095.505
2016-09-09;1.185.568.264
2016-09-08;902.035.578
2016-09-06;935.077.329
2016-09-05;3.064.191.749
2016-09-02;675.001.067
2016-09-01;659.520.236
2016-08-31;13.980.706.831
2016-08-30;1.971.344.590
2016-08-29;1.258.814.223
2016-08-26;809.598.446
2016-08-25;13.384.372.733
2016-08-24;3.091.008.419
2016-08-23;1.249.237.144
2016-08-22;4.398.312.862
2016-08-19;11.376.999.078
2016-08-18;1.239.083.310
2016-08-17;1.466.078.334
2016-08-16;955.052.171
2016-08-15;3.299.673.192
2016-08-12;1.709.666.500
2016-08-11;724.131.625
2016-08-10;1.250.479.225
2016-08-09;736.342.825
2016-08-08;775.555.442
2016-08-05;641.238.663
2016-08-04;602.007.707
2016-08-03;2.275.259.725
2016-08-02;712.580.290
2016-08-01;680.209.096
2016-07-29;25.627.047.460
2016-07-28;2.704.177.763
2016-07-27;1.643.722.842
2016-07-26;1.101.016.601
2016-07-25;15.839.436.786
2016-07-22;1.714.999.173
2016-07-21;951.568.210
2016-07-20;16.531.254.509
2016-07-19;2.056.729.547
2016-07-18;1.323.022.705
2016-07-15;1.289.851.425
2016-07-14;1.811.284.163
2016-07-13;2.654.020.480
2016-07-12;747.369.894
2016-07-11;552.680.050
2016-07-08;1.111.383.526
2016-07-07;841.998.655
2016-07-06;932.065.078
2016-07-05;3.016.339.061
2016-07-04;864.721.867
2016-07-01;1.181.258.075
2016-06-30;14.302.028.094
2016-06-29;1.718.392.428
2016-06-28;1.041.779.274
2016-06-27;1.075.826.462
2016-06-24;12.209.266.063
2016-06-23;3.562.705.543
2016-06-22;1.259.823.404
2016-06-21;818.865.710
2016-06-20;16.309.114.728
2016-06-17;1.401.091.135
2016-06-16;1.303.525.430
2016-06-15;3.178.669.230
2016-06-14;1.926.934.524
2016-06-13;773.023.599
2016-06-10;970.904.035
2016-06-09;648.333.907
2016-06-08;931.164.570
2016-06-07;901.431.366
2016-06-06;691.627.680
2016-06-03;8.591.950.529
2016-06-02;648.830.714
2016-06-01;676.055.306
2016-05-31;15.465.582.458
2016-05-30;2.124.278.154
2016-05-27;771.320.230
2016-05-25;15.477.386.285
2016-05-24;1.613.373.323
2016-05-23;1.102.700.861
2016-05-20;15.589.001.915
2016-05-19;2.073.987.922
2016-05-18;1.147.489.125
2016-05-17;757.619.045
2016-05-16;2.001.076.607
2016-05-13;3.602.623.107
2016-05-12;739.412.821
2016-05-11;1.548.362.136
2016-05-10;1.805.923.107
2016-05-09;815.909.657
2016-05-06;774.170.348
2016-05-05;690.734.845
2016-05-04;2.270.225.263
2016-05-03;778.496.812
2016-05-02;893.466.151
2016-04-29;26.060.666.023
2016-04-28;3.844.856.368
2016-04-27;2.316.717.151
2016-04-26;3.527.595.431
2016-04-25;15.188.786.718
2016-04-22;1.111.242.160
2016-04-20;17.174.272.490
2016-04-19;2.359.958.810
2016-04-18;1.505.696.451
2016-04-15;1.519.456.832
2016-04-14;3.973.344.700
2016-04-13;2.721.108.313
2016-04-12;620.420.790
2016-04-11;700.508.044
2016-04-08;1.107.544.692
2016-04-07;915.162.021
2016-04-06;810.259.640
2016-04-05;3.090.690.629
2016-04-04;753.174.867
2016-04-01;758.501.335
2016-03-31;17.930.172.650
2016-03-30;2.403.182.001
2016-03-29;1.125.698.396
2016-03-28;1.123.037.779
2016-03-24;12.430.997.671
2016-03-23;3.023.699.519
2016-03-22;1.174.857.261
2016-03-21;4.649.674.467
2016-03-18;12.291.529.035
2016-03-17;1.167.440.829
2016-03-16;1.167.345.071
2016-03-15;3.609.699.523
2016-03-14;2.555.098.583
2016-03-11;613.425.297
2016-03-10;1.171.828.474
2016-03-09;978.020.394
2016-03-08;886.040.123
2016-03-07;884.338.626
2016-03-04;656.617.646
2016-03-03;2.306.268.115
2016-03-02;699.273.165
2016-03-01;641.345.561
2016-02-29;13.863.314.826
2016-02-26;1.360.469.533
2016-02-25;13.724.506.350
2016-02-24;3.207.905.499
2016-02-23;1.013.947.937
2016-02-22;4.363.049.770
2016-02-19;11.078.614.391
2016-02-18;1.547.452.824
2016-02-17;917.997.955
2016-02-16;811.061.987
2016-02-15;3.333.721.516
2016-02-12;2.795.819.869
2016-02-11;859.618.688
2016-02-10;1.355.004.508
2016-02-05;839.038.344
2016-02-04;752.773.625
2016-02-03;2.503.796.833
2016-02-02;666.176.737
2016-02-01;1.044.067.788
2016-01-29;37.127.921.421
2016-01-28;3.781.465.413
2016-01-27;1.569.154.648
2016-01-26;1.576.600.942
2016-01-25;12.546.730.404
2016-01-22;6.941.830.868
2016-01-21;1.924.987.355
2016-01-20;16.808.969.345
2016-01-19;5.248.391.249
2016-01-18;1.516.137.244
2016-01-15;3.896.700.000
2016-01-14;800.629.047
2016-01-13;2.814.462.420
2016-01-12;738.705.757
2016-01-11;715.698.182
2016-01-08;1.473.336.188
2016-01-07;1.065.035.840
2016-01-06;5.430.203.599
2016-01-05;993.663.752
2016-01-04;902.968.455
2015-12-31;2.705.729.559
2015-12-30;10.121.055.119
2015-12-29;2.383.954.120
2015-12-28;7.223.944.424
2015-12-24;8.142.189.523
2015-12-23;9.362.584.444
2015-12-22;2.157.564.951
2015-12-21;5.552.417.323
2015-12-18;12.995.538.786
2015-12-17;2.209.141.838
2015-12-16;1.766.075.758
2015-12-15;6.066.183.055
2015-12-14;1.031.417.880
2015-12-11;795.654.077
2015-12-10;1.392.378.619
2015-12-09;1.296.102.406
2015-12-08;852.020.219
2015-12-07;974.091.519
2015-12-04;793.132.279
2015-12-03;9.407.220.577
2015-12-02;1.085.678.537
2015-12-01;1.069.841.461
2015-11-30;17.499.752.969
2015-11-27;2.067.145.457
2015-11-26;1.040.218.144
2015-11-25;16.600.488.986
2015-11-24;1.787.555.390
2015-11-23;2.554.959.745
2015-11-20;6.573.998.497
2015-11-19;8.783.462.692
2015-11-18;1.567.900.893
2015-11-17;823.803.614
2015-11-16;994.699.313
2015-11-13;3.336.781.017
2015-11-12;692.605.938
2015-11-11;852.665.671
2015-11-10;1.321.444.908
2015-11-09;768.392.494
2015-11-06;939.876.017
2015-11-05;3.256.177.135
2015-11-04;690.107.119
2015-11-03;866.930.697
2015-10-30;22.673.831.820
2015-10-29;3.195.891.684
2015-10-28;1.784.447.659
2015-10-27;1.256.855.320
2015-10-26;1.294.828.343
2015-10-23;15.185.849.095
2015-10-22;1.702.401.584
2015-10-21;1.267.303.820
2015-10-20;15.336.897.974
2015-10-19;2.038.975.901
2015-10-16;930.954.315
2015-10-15;3.499.644.757
2015-10-14;1.262.814.055
2015-10-13;813.968.742
2015-10-09;1.387.557.674
2015-10-08;806.678.968
2015-10-07;862.144.803
2015-10-06;607.864.556
2015-10-05;3.286.147.214
2015-10-02;692.293.403
2015-10-01;742.267.995
2015-09-30;14.835.254.405
2015-09-29;2.128.696.887
2015-09-28;1.174.882.731
2015-09-25;15.115.584.484
2015-09-24;1.687.062.558
2015-09-23;2.686.169.908
2015-09-22;1.069.157.394
2015-09-21;4.697.064.946
2015-09-18;11.929.724.274
2015-09-17;1.356.329.226
2015-09-16;1.045.022.186
2015-09-15;5.519.404.734
2015-09-14;1.074.108.564
2015-09-11;777.450.446
2015-09-10;2.195.543.140
2015-09-09;1.122.111.945
2015-09-08;722.532.302
2015-09-04;771.571.448
2015-09-03;2.765.068.568
2015-09-02;707.565.735
2015-09-01;767.888.657
2015-08-31;16.804.888.633
2015-08-28;1.657.099.835
2015-08-27;1.124.623.140
2015-08-26;879.867.918
2015-08-25;15.803.397.616
2015-08-24;1.763.758.349
2015-08-21;1.070.696.366
2015-08-20;14.867.100.466
2015-08-19;2.108.589.946
2015-08-18;1.118.999.060
2015-08-17;975.124.033
2015-08-14;3.346.933.133
2015-08-13;2.393.821.773
2015-08-12;963.109.693
2015-08-11;757.255.930
2015-08-10;1.322.959.903
2015-08-07;604.791.375
2015-08-06;767.905.025
2015-08-05;2.712.241.907
2015-08-04;661.634.018
2015-08-03;749.194.793
2015-07-31;23.187.328.968
2015-07-30;2.866.056.398
2015-07-29;1.747.594.958
2015-07-28;1.058.678.732
2015-07-27;1.316.408.894
2015-07-24;13.100.511.820
2015-07-23;2.912.208.882
2015-07-22;976.236.406
2015-07-21;872.812.095
2015-07-20;15.193.449.565
2015-07-17;1.524.946.743
2015-07-16;2.174.547.388
2015-07-15;4.112.220.497
2015-07-14;2.828.384.376
2015-07-13;1.483.962.842
2015-07-10;1.136.961.003
2015-07-09;309.630.622
2015-07-08;1.109.215.480
2015-07-07;640.094.685
2015-07-06;835.725.077
2015-07-03;2.637.023.243
2015-07-02;764.499.491
2015-07-01;815.261.967
2015-06-30;15.791.715.523
2015-06-29;1.702.403.951
2015-06-26;1.049.075.729
2015-06-25;13.651.045.995
2015-06-24;3.215.863.997
2015-06-23;941.224.088
2015-06-22;4.691.251.172
2015-06-19;9.805.679.829
2015-06-18;1.372.150.308
2015-06-17;1.012.676.841
2015-06-16;815.258.046
2015-06-15;6.731.427.594
2015-06-12;796.679.587
2015-06-11;631.378.479
2015-06-10;1.421.397.937
2015-06-09;751.080.333
2015-06-08;1.075.729.158
2015-06-05;622.077.025
2015-06-03;7.958.263.885
2015-06-02;711.188.494
2015-06-01;1.015.312.842
2015-05-29;15.334.463.048
2015-05-28;2.874.163.077
2015-05-27;1.088.495.393
2015-05-26;1.049.047.168
2015-05-25;16.119.768.024
2015-05-22;1.296.011.069
2015-05-21;1.046.803.095
2015-05-20;13.429.841.046
2015-05-19;1.827.014.227
2015-05-18;1.341.250.353
2015-05-15;4.163.279.788
2015-05-14;701.167.911
2015-05-13;2.505.570.857
2015-05-12;865.839.186
2015-05-11;897.220.401
2015-05-08;1.131.150.689
2015-05-07;702.456.867
2015-05-06;2.426.985.003
2015-05-05;568.643.632
2015-05-04;734.586.518
2015-04-30;25.799.023.503
2015-04-29;3.979.341.322
2015-04-28;2.230.405.235
2015-04-27;1.907.681.615
2015-04-24;16.719.187.044
2015-04-23;1.664.624.771
2015-04-22;1.472.028.991
2015-04-20;12.659.166.029
2015-04-17;3.595.206.259
2015-04-16;1.113.955.939
2015-04-15;8.609.296.753
2015-04-14;890.597.238
2015-04-13;963.502.615
2015-04-10;1.065.684.223
2015-04-09;633.986.475
2015-04-08;1.812.519.749
2015-04-07;658.506.580
2015-04-06;2.817.712.616
2015-04-02;772.334.946
2015-04-01;786.107.420
2015-03-31;18.768.239.568
2015-03-30;2.197.105.595
2015-03-27;1.087.042.245
2015-03-26;1.027.258.650
2015-03-25;14.256.744.258
2015-03-24;1.571.719.777
2015-03-23;1.242.523.158
2015-03-20;13.251.016.642
2015-03-19;1.646.877.094
2015-03-18;1.178.541.082
2015-03-17;949.045.985
2015-03-16;1.042.935.628
2015-03-13;5.592.405.455
2015-03-12;771.611.371
2015-03-11;848.960.609
2015-03-10;944.291.904
2015-03-09;828.228.082
2015-03-06;787.691.484
2015-03-05;640.107.789
2015-03-04;2.803.668.714
2015-03-03;600.833.778
2015-03-02;720.943.057
2015-02-27;19.774.750.886
2015-02-26;1.709.559.526
2015-02-25;14.986.055.535
2015-02-24;1.512.018.707
2015-02-23;1.365.736.658
2015-02-20;12.468.842.423
2015-02-19;1.944.712.633
2015-02-18;898.402.133
2015-02-13;5.565.316.973
2015-02-12;861.368.943
2015-02-11;922.260.994
2015-02-10;922.184.321
2015-02-09;785.520.147
2015-02-06;747.800.476
2015-02-05;578.779.297
2015-02-04;2.441.576.086
2015-02-03;631.974.205
2015-02-02;749.192.949
2015-01-30;36.730.328.569
2015-01-29;3.164.583.621
2015-01-28;1.592.869.521
2015-01-27;1.164.293.454
2015-01-26;1.126.364.638
2015-01-23;17.258.764.674
2015-01-22;1.679.490.073
2015-01-21;1.688.207.672
2015-01-20;14.525.768.287
2015-01-19;4.695.717.984
2015-01-16;1.306.063.201
2015-01-15;4.068.793.347
2015-01-14;2.970.308.575
2015-01-13;898.419.831
2015-01-12;720.714.529
2015-01-09;2.418.801.249
2015-01-08;770.646.524
2015-01-07;1.209.393.400
2015-01-06;4.461.820.283
2015-01-05;985.033.282
2015-01-02;347.973.910
2014-12-31;2.331.741.294
2014-12-30;11.516.305.575
2014-12-29;3.035.237.563
2014-12-26;870.646.200
2014-12-24;10.042.220.312
2014-12-23;7.105.586.690
2014-12-22;5.615.334.913
2014-12-19;10.265.068.372
2014-12-18;2.268.834.995
2014-12-17;1.774.199.407
2014-12-16;1.062.446.100
2014-12-15;4.581.151.521
2014-12-12;2.765.508.569
2014-12-11;756.349.472
2014-12-10;1.661.009.495
2014-12-09;713.422.956
2014-12-08;558.145.757
2014-12-05;755.005.730
2014-12-04;753.538.185
2014-12-03;6.994.625.115
2014-12-02;643.299.960
2014-12-01;2.169.472.139
2014-11-28;24.201.381.035
2014-11-27;3.135.088.924
2014-11-26;1.918.263.672
2014-11-25;17.930.804.503
2014-11-24;2.272.115.449
2014-11-21;2.094.095.415
2014-11-20;6.186.803.701
2014-11-19;8.426.506.561
2014-11-18;1.122.510.410
2014-11-17;1.095.945.984
2014-11-14;3.803.827.729
2014-11-13;2.492.136.558
2014-11-12;925.815.056
2014-11-11;690.154.260
2014-11-10;1.446.927.122
2014-11-07;672.670.390
2014-11-06;678.286.417
2014-11-05;2.758.618.072
2014-11-04;707.704.839
2014-11-03;763.144.333
2014-10-31;25.922.358.783
2014-10-30;3.772.568.264
2014-10-29;2.144.854.900
2014-10-28;1.289.491.761
2014-10-27;1.115.510.194
2014-10-24;14.660.151.669
2014-10-23;3.026.841.985
2014-10-22;1.141.190.042
2014-10-21;1.041.774.490
2014-10-20;12.736.137.943
2014-10-17;1.880.806.040
2014-10-16;942.026.411
2014-10-15;4.093.355.792
2014-10-14;2.284.534.669
2014-10-13;1.040.034.262
2014-10-10;1.191.665.960
2014-10-09;689.502.143
2014-10-08;925.561.122
2014-10-07;519.879.548
2014-10-06;693.137.680
2014-10-03;2.527.195.159
2014-10-02;550.324.391
2014-10-01;833.224.291
2014-09-30;17.065.377.825
2014-09-29;2.419.879.874
2014-09-26;1.031.230.449
2014-09-25;13.918.585.192
2014-09-24;2.873.795.836
2014-09-23;984.800.371
2014-09-22;4.513.469.056
2014-09-19;9.439.823.957
2014-09-18;1.363.757.887
2014-09-17;844.723.272
2014-09-16;713.250.426
2014-09-15;3.983.883.093
2014-09-12;2.354.924.698
2014-09-11;553.672.854
2014-09-10;1.408.163.420
2014-09-09;618.353.977
2014-09-08;555.920.427
2014-09-05;584.878.994
2014-09-04;538.192.644
2014-09-03;2.426.590.398
2014-09-02;611.748.132
2014-09-01;648.920.523
2014-08-29;15.489.679.516
2014-08-28;1.702.059.229
2014-08-27;939.914.070
2014-08-26;828.312.047
2014-08-25;18.792.073.066
2014-08-22;4.411.310.141
2014-08-21;1.479.132.018
2014-08-20;12.755.883.494
2014-08-19;1.757.565.642
2014-08-18;1.176.488.466
2014-08-15;2.033.284.588
2014-08-14;2.328.006.345
2014-08-13;2.155.258.717
2014-08-12;548.159.956
2014-08-11;653.910.642
2014-08-08;1.162.202.247
2014-08-07;529.759.434
2014-08-06;693.460.963
2014-08-05;2.351.428.241
2014-08-04;612.335.356
2014-08-01;574.288.804
2014-07-31;25.170.124.671
2014-07-30;3.284.409.745
2014-07-29;1.718.473.311
2014-07-28;1.170.076.073
2014-07-25;12.442.322.400
2014-07-24;1.594.168.348
2014-07-23;2.091.633.233
2014-07-22;942.962.844
2014-07-21;4.267.289.855
2014-07-18;9.550.285.546
2014-07-17;1.124.910.223
2014-07-16;931.105.438
2014-07-15;3.667.690.007
2014-07-14;2.375.890.776
2014-07-11;671.497.337
2014-07-10;1.171.493.345
2014-07-09;528.959.040
2014-07-08;363.928.063
2014-07-07;665.422.075
2014-07-04;273.527.504
2014-07-03;2.217.599.000
2014-07-02;667.772.341
2014-07-01;634.629.059
2014-06-30;17.163.908.674
2014-06-27;1.792.144.369
2014-06-26;1.362.029.724
2014-06-25;13.208.884.721
2014-06-24;3.618.998.548
2014-06-23;780.448.907
2014-06-20;11.284.426.948
2014-06-18;3.172.352.452
2014-06-17;846.519.171
2014-06-16;1.417.593.492
2014-06-13;4.715.446.898
2014-06-12;309.139.447
2014-06-11;821.932.948
2014-06-10;1.116.862.346
2014-06-09;679.885.197
2014-06-06;612.043.992
2014-06-05;663.874.028
2014-06-04;5.487.498.653
2014-06-03;537.223.162
2014-06-02;741.083.056
2014-05-30;16.376.282.141
2014-05-29;1.697.295.575
2014-05-28;1.222.333.856
2014-05-27;818.844.842
2014-05-26;908.514.234
2014-05-23;14.627.188.242
2014-05-22;1.311.306.146
2014-05-21;1.041.832.025
2014-05-20;12.707.530.705
2014-05-19;1.934.531.726
2014-05-16;792.915.491
2014-05-15;3.260.494.654
2014-05-14;2.394.232.618
2014-05-13;589.397.159
2014-05-12;632.990.318
2014-05-09;1.206.445.054
2014-05-08;602.733.381
2014-05-07;704.761.656
2014-05-06;2.346.091.529
2014-05-05;764.523.150
2014-05-02;639.027.618
2014-04-30;29.980.956.094
2014-04-29;3.715.159.350
2014-04-28;2.302.248.430
2014-04-25;12.857.838.198
2014-04-24;3.548.859.630
2014-04-23;1.055.677.799
2014-04-22;4.650.191.306
2014-04-17;9.096.067.819
2014-04-16;1.569.386.315
2014-04-15;5.597.957.113
2014-04-14;3.216.114.510
2014-04-11;585.587.878
2014-04-10;1.075.905.035
2014-04-09;852.468.282
2014-04-08;674.835.638
2014-04-07;617.458.910
2014-04-04;550.954.995
2014-04-03;2.365.673.183
2014-04-02;621.740.785
2014-04-01;783.926.854
2014-03-31;17.778.305.599
2014-03-28;1.730.432.695
2014-03-27;958.629.523
2014-03-26;968.428.433
2014-03-25;14.414.624.000
2014-03-24;1.589.601.520
2014-03-21;913.153.040
2014-03-20;13.349.771.024
2014-03-19;1.630.167.386
2014-03-18;1.915.596.632
2014-03-17;956.928.863
2014-03-14;1.866.268.750
2014-03-13;1.857.634.090
2014-03-12;700.177.956
2014-03-11;653.421.667
2014-03-10;1.138.025.096
2014-03-07;2.173.695.698
2014-03-06;695.425.724
2014-03-05;426.635.843
2014-02-28;14.424.022.060
2014-02-27;1.828.583.193
2014-02-26;1.440.990.855
2014-02-25;14.277.238.631
2014-02-24;1.591.956.553
2014-02-21;806.124.081
2014-02-20;11.712.407.468
2014-02-19;1.631.818.074
2014-02-18;831.387.316
2014-02-17;800.943.924
2014-02-14;3.045.009.903
2014-02-13;2.165.801.930
2014-02-12;757.544.778
2014-02-11;759.975.530
2014-02-10;800.712.872
2014-02-07;654.120.071
2014-02-06;609.960.606
2014-02-05;2.223.259.058
2014-02-04;597.748.047
2014-02-03;695.389.430
2014-01-31;39.144.222.646
2014-01-30;3.468.853.134
2014-01-29;1.637.712.247
2014-01-28;1.158.066.053
2014-01-27;1.138.163.434
2014-01-24;14.695.782.709
2014-01-23;2.883.404.438
2014-01-22;1.108.194.936
2014-01-21;1.481.245.707
2014-01-20;13.771.997.830
2014-01-17;3.684.054.128
2014-01-16;860.578.241
2014-01-15;5.374.056.893
2014-01-14;816.329.980
2014-01-13;762.479.401
2014-01-10;2.205.885.869
2014-01-09;714.397.162
2014-01-08;1.069.622.880
2014-01-07;737.007.455
2014-01-06;3.473.514.601
2014-01-03;800.126.790
2014-01-02;744.166.487
2013-12-31;1.901.138.763
2013-12-30;14.520.067.659
2013-12-27;5.302.260.683
2013-12-26;4.847.527.272
2013-12-24;7.195.529.711
2013-12-23;7.344.892.858
2013-12-20;14.100.994.682
2013-12-19;3.067.604.518
2013-12-18;2.425.098.934
2013-12-17;1.344.127.579
2013-12-16;1.247.492.040
2013-12-13;5.243.718.424
2013-12-12;916.228.903
2013-12-11;1.101.462.462
2013-12-10;1.341.548.066
2013-12-09;777.421.834
2013-12-06;624.129.647
2013-12-05;1.047.691.537
2013-12-04;5.787.060.204
2013-12-03;682.042.055
2013-12-02;788.213.725
2013-11-29;33.618.788.867
2013-11-28;5.431.886.572
2013-11-27;4.076.721.888
2013-11-26;2.362.570.210
2013-11-25;15.474.037.142
2013-11-22;1.277.693.444
2013-11-21;2.491.915.437
2013-11-20;6.038.771.881
2013-11-19;6.288.231.094
2013-11-18;1.367.980.335
2013-11-14;2.935.904.657
2013-11-13;2.294.936.826
2013-11-12;659.616.445
2013-11-11;763.344.308
2013-11-08;1.137.007.612
2013-11-07;609.172.372
2013-11-06;785.040.944
2013-11-05;2.227.999.079
2013-11-04;661.437.337
2013-11-01;592.933.600
2013-10-31;27.260.528.476
2013-10-30;3.458.158.657
2013-10-29;1.670.810.005
2013-10-28;1.128.066.839
2013-10-25;12.421.715.132
2013-10-24;1.533.154.384
2013-10-23;2.615.554.240
2013-10-22;924.706.849
2013-10-21;4.317.294.746
2013-10-18;8.545.859.703
2013-10-17;1.171.222.787
2013-10-16;904.233.398
2013-10-15;3.724.136.919
2013-10-14;1.690.924.050
2013-10-11;574.372.564
2013-10-10;1.049.822.543
2013-10-09;817.421.965
2013-10-08;634.441.905
2013-10-07;656.275.759
2013-10-04;613.861.371
2013-10-03;1.891.314.845
2013-10-02;756.511.410
2013-10-01;677.368.317
2013-09-30;15.587.079.548
2013-09-27;1.401.670.396
2013-09-26;1.100.279.471
2013-09-25;14.009.578.908
2013-09-24;1.426.465.097
2013-09-23;1.446.230.086
2013-09-20;10.124.834.677
2013-09-19;1.863.999.475
2013-09-18;1.234.987.214
2013-09-17;826.971.179
2013-09-16;879.110.844
2013-09-13;4.533.239.399
2013-09-12;702.637.415
2013-09-11;793.127.090
2013-09-10;1.373.090.810
2013-09-09;766.639.953
2013-09-06;619.151.876
2013-09-05;608.925.662
2013-09-04;2.355.984.379
2013-09-03;676.346.445
2013-09-02;800.593.203
2013-08-30;15.338.753.291
2013-08-29;1.565.498.328
2013-08-28;1.287.192.097
2013-08-27;1.053.703.501
2013-08-26;813.462.703
2013-08-23;13.167.315.378
2013-08-22;1.326.854.897
2013-08-21;1.173.021.386
2013-08-20;11.022.111.472
2013-08-19;1.966.726.464
2013-08-16;793.010.624
2013-08-15;1.833.334.431
2013-08-14;3.587.192.197
2013-08-13;651.404.244
2013-08-12;747.557.040
2013-08-09;1.182.720.822
2013-08-08;670.248.591
2013-08-07;708.180.293
2013-08-06;716.293.204
2013-08-05;1.886.006.359
2013-08-02;564.533.819
2013-08-01;541.982.929
2013-07-31;23.768.863.082
2013-07-30;2.699.905.434
2013-07-29;1.594.408.906
2013-07-26;747.695.527
2013-07-25;11.279.200.020
2013-07-24;3.546.883.746
2013-07-23;1.127.615.205
2013-07-22;4.240.772.346
2013-07-19;8.084.859.704
2013-07-18;1.182.110.432
2013-07-17;908.014.925
2013-07-16;702.453.088
2013-07-15;3.569.150.697
2013-07-12;1.564.441.683
2013-07-11;580.778.073
2013-07-10;1.575.485.725
2013-07-09;360.016.902
2013-07-08;670.533.037
2013-07-05;617.574.559
2013-07-04;650.232.018
2013-07-03;2.182.426.954
2013-07-02;600.639.945
2013-07-01;850.011.304
2013-06-28;15.644.239.565
2013-06-27;1.528.403.473
2013-06-26;1.036.974.520
2013-06-25;14.035.483.614
2013-06-24;1.388.935.040
2013-06-21;809.323.245
2013-06-20;10.826.647.025
2013-06-19;1.877.551.538
2013-06-18;1.024.328.404
2013-06-17;871.011.592
2013-06-14;3.263.193.119
2013-06-13;1.722.767.111
2013-06-12;738.890.402
2013-06-11;609.173.725
2013-06-10;1.352.466.273
2013-06-07;697.202.582
2013-06-06;617.837.984
2013-06-05;4.555.275.959
2013-06-04;597.602.046
2013-06-03;2.041.950.435
2013-05-31;17.759.904.060
2013-05-29;3.202.610.644
2013-05-28;1.360.531.509
2013-05-27;1.106.589.540
2013-05-24;12.604.521.897
2013-05-23;2.285.866.077
2013-05-22;912.346.690
2013-05-21;788.800.666
2013-05-20;11.771.226.839
2013-05-17;1.075.065.891
2013-05-16;741.842.719
2013-05-15;4.254.483.186
2013-05-14;755.109.706
2013-05-13;676.364.184
2013-05-10;1.059.271.077
2013-05-09;934.821.153
2013-05-08;693.657.965
2013-05-07;691.705.954
2013-05-06;2.618.531.280
2013-05-03;760.250.688
2013-05-02;882.892.591
2013-04-30;25.998.345.041
2013-04-29;3.586.372.815
2013-04-26;1.426.954.143
2013-04-25;13.424.858.567
2013-04-24;3.193.139.451
2013-04-23;1.009.874.540
2013-04-22;4.059.597.631
