ds,y
2017-11-01,1039150477.27
2017-10-31,29689104550.57
2017-10-30,4708239150.9
2017-10-27,1656054939.11
2017-10-26,1141220851.03
2017-10-25,18848063613.33
2017-10-24,1877440542.77
2017-10-23,1495893041.03
2017-10-20,16364873608.46
2017-10-19,2326896493.77
2017-10-18,1353571271.7
2017-10-17,1124947981.32
2017-10-16,4305962075.18
2017-10-13,1266698639.8
2017-10-11,1324972889.1
2017-10-10,1548011562.06
2017-10-09,958444598.77
2017-10-06,937198371.44
2017-10-05,871776614.32
2017-10-04,2950670964.14
2017-10-03,831285224.75
2017-10-02,1092244078.45
2017-09-29,19128205373.44
2017-09-28,2746796268.1
2017-09-27,1371699775.81
2017-09-26,1144340646.59
2017-09-25,18505914638.4
2017-09-22,1554214935.61
2017-09-21,1387929973.41
2017-09-20,16366702719.65
2017-09-19,2612349660.09
2017-09-18,1411397697.18
2017-09-15,2698567150.42
2017-09-14,965313207.61
2017-09-13,2652357123.73
2017-09-12,863020243.28
2017-09-11,1178529676.62
2017-09-08,1049658713.08
2017-09-06,1237553388.63
2017-09-05,3136312778.76
2017-09-04,763788477.97
2017-09-01,606855371.47
2017-08-31,17239857885.7
2017-08-30,2424358386.44
2017-08-29,1520445876.03
2017-08-28,1304803180.77
2017-08-25,14083952433.62
2017-08-24,1641466109.24
2017-08-23,2533836171.28
2017-08-22,1053522362.5
2017-08-21,5305158942.22
2017-08-18,13087717478.55
2017-08-17,1503215788.21
2017-08-16,1027578333.43
2017-08-15,3338470597.25
2017-08-14,2029629366.11
2017-08-11,759702033.24
2017-08-10,1155779619.78
2017-08-09,1170282477.51
2017-08-08,702664245.07
2017-08-07,1171096551.76
2017-08-04,665077139.84
2017-08-03,2847004333.05
2017-08-02,776670391.79
2017-08-01,2006301564.38
2017-07-31,24623400048.82
2017-07-28,3193571965.67
2017-07-27,1632887717.31
2017-07-26,1265461822.83
2017-07-25,15851743974.59
2017-07-24,2081679950.66
2017-07-21,1092503364.07
2017-07-20,16780161081.52
2017-07-19,2197497584.51
2017-07-18,1364030097.44
2017-07-17,1208699113.84
2017-07-14,2566979418.96
2017-07-13,2578863322.32
2017-07-12,1114601471.6
2017-07-11,660488106.82
2017-07-10,1290204193.33
2017-07-07,901720134.55
2017-07-06,749257297.68
2017-07-05,3292304785.97
2017-07-04,689092810.03
2017-07-03,808507799.66
2017-06-30,14692141851.74
2017-06-29,2327043765.11
2017-06-28,1319169306.54
2017-06-27,870251467.16
2017-06-26,1045040547.36
2017-06-23,15147717176.25
2017-06-22,1870126775.35
2017-06-21,1248671521.44
2017-06-20,16948051594.22
2017-06-19,2484628201.64
2017-06-16,1146088294.94
2017-06-14,4463463026.35
2017-06-13,911617897.72
2017-06-12,871563112.17
2017-06-09,1140448203.23
2017-06-08,641863637.96
2017-06-07,1158523540.36
2017-06-06,746905024.82
2017-06-05,9979694247.15
2017-06-02,573500215.35
2017-06-01,545886594.71
2017-05-31,15726017694.77
2017-05-30,2180093537.84
2017-05-29,1236726743.93
2017-05-26,803825726.77
2017-05-25,13821573126.54
2017-05-24,3230220352.18
2017-05-23,1075167364.15
2017-05-22,4656013954.61
2017-05-19,13049457115.79
2017-05-18,1661925025.41
2017-05-17,1003535692.23
2017-05-16,730662456.33
2017-05-15,4555930940.09
2017-05-12,762525854.03
2017-05-11,623663484.02
2017-05-10,1609271062.67
2017-05-09,788203911.2
2017-05-08,739533719.76
2017-05-05,1064286716.1
2017-05-04,2313878112.75
2017-05-03,780523661.88
2017-05-02,938132176.98
2017-04-28,25041105205.01
2017-04-27,7334390414.47
2017-04-26,4317994478.39
2017-04-25,16153874910.97
2017-04-24,2592360498.51
2017-04-20,18368030416.02
2017-04-19,2580833921.07
2017-04-18,1267708656.6
2017-04-17,4102686302.34
2017-04-13,3320613422.81
2017-04-12,1196749585.78
2017-04-11,716136726.62
2017-04-10,1389869742.3
2017-04-07,911882647.03
2017-04-06,639396058.32
2017-04-05,3548570345.52
2017-04-04,1254708594.18
2017-04-03,1091533992.82
2017-03-31,18363045306.18
2017-03-30,2067880343.9
2017-03-29,1331078969.58
2017-03-28,836755036.13
2017-03-27,927883229.91
2017-03-24,12891730555.09
2017-03-23,2765751263.43
2017-03-22,987737861.8
2017-03-21,1035056308.55
2017-03-20,16492817681.18
2017-03-17,1438265973.94
2017-03-16,878058537.62
2017-03-15,4282624785.53
2017-03-14,2069950006.17
2017-03-13,698546925.1
2017-03-10,1146750769.97
2017-03-09,577418629.47
2017-03-08,1021743045.91
2017-03-07,833776150.85
2017-03-06,842158258.99
2017-03-03,1833376341.81
2017-03-02,826546536.69
2017-03-01,669724538
2017-02-24,28661581076.1
2017-02-23,4228041899.85
2017-02-22,1609044180.11
2017-02-21,1358339036.8
2017-02-20,16461285260.98
2017-02-17,1533059948.28
2017-02-16,1004811657.49
2017-02-15,3443431331.22
2017-02-14,1810680537.44
2017-02-13,623422690.51
2017-02-10,990470915.71
2017-02-09,569184678.37
2017-02-08,936596613.6
2017-02-07,939580420.2
2017-02-06,1099616496.8
2017-02-03,2179304877.53
2017-02-02,571887947.19
2017-02-01,739048276.33
2017-01-31,41943587284.33
2017-01-30,4744610220.61
2017-01-27,1844741036.29
2017-01-26,1711792097.19
2017-01-25,11793205106.32
2017-01-24,7223751916.91
2017-01-23,1872038593.4
2017-01-20,17339642210.31
2017-01-19,5249570436.09
2017-01-18,1359668514.89
2017-01-17,991882680.66
2017-01-16,1076567215.41
2017-01-13,4511467685.97
2017-01-12,768092709.38
2017-01-11,870351913
2017-01-10,1007388611.93
2017-01-09,737806768.15
2017-01-06,870628229.82
2017-01-05,699952631.04
2017-01-04,5928133182.08
2017-01-03,842411381.39
2017-01-02,705584693.91
2016-12-30,3358797809.37
2016-12-29,11086396375.16
2016-12-28,2194494583.06
2016-12-27,2096196953.62
2016-12-26,947490906.86
2016-12-23,16251780142.91
2016-12-22,2759604708.24
2016-12-21,2671330598.46
2016-12-20,16233247685.7
2016-12-19,2868092558.65
2016-12-16,1473720416.06
2016-12-15,2008246308.83
2016-12-14,3525604562.51
2016-12-13,817295958.69
2016-12-12,935191662.4
