pib
4563
5793
8520
12829
20504
33127
40788
43873
43836
45235
45926
44210
47029
49955
60024
57790
56351
56726
58788
60950
60611
63428
67763
66578
64133
62202
62988
64019
69489
71103
74970
74799
71745
77200
80449
81667
77583
71073
70462
73576
78111
81202
82059
82133
81987
87297
85390
81217
79364
75828
80509
81166
85208
85562
86939
86371
84734
87303
86317
83052
80936
80929
88803
87739
89223
91747
91230
92283
90612
95872
99563
98773
92577
91770
92580
91376
98727
102685
103410
105178
100308
106951
107678
105852
102531
101635
108304
107572
111202
104949
110759
113065
108701
116139
117882
113017
112375
111477
118445
120386
123553
123424
126857
127800
125138
133125
135967
130241
127178
131374
138691
141388
139606
137993
145971
144819
148560
154926
153644
153801
144559
142861
157364
156954
159499
165342
171371
169179
164703
170537
176922
178462
163540
160702
175469
177179
177497
180882
184074
187247
181539
189183
194795
198480
185565
178482
190223
185031
197874
199072
206974
209818
201055
214272
219724
221359
211131
202704
217589
215129
226538
228989
233824
235019
223003
241939
241938
242460
237248
232680
242124
248794
254937
265791
278096
269236
265271
280523
270699
264405
249934
244025
262182
259564
268324
275701
285444
284240
283158
301896
305049
313523
288973
285723
311652
307084
315988
321023
332454
334226
331256
344964
356708
355797
333256
334982
347880
349049
366256
370951
373143
376769
361725
378491
389561
391595
367215
367177
392997
381795
400281
398715
414617
419906
393525
422672
423816
423196
414132
398645
427410
438857
439054
442857
458459
452862
438767
466166
465694
473553
455935
450359
462160
468768
473347
458517
481994
477053
476521
493305
489484
499868
472914
460157
501752
486615
483240
486648
502275
492506
496005
518829
513820
521919
490284
491012
516986
508059
513268
536459
532948
534762
509975
525163
541531
565781
526565
514121
544313
525238
548888
556788
557458
555579
528871
549305
566209
588893
555645
528906
560121
559360
547017
580698
583055
582757
556777
591984
593927
603155
578453
567985
579173
592916
604607
598283
627050
616158
614188
640907
634654
647460
619785
608644
615433
543554
560059
605147
631041
629988
